idx_issue,등록일자,상태,구분,작성자명,작성자명(form DB),프로젝트명,관련제품,이슈내용,발생원인,개선방안
767,2023.11.17,등록,,한봄이,한봄이,PNA21384-토스,에디트 캘린더,"삼각대에 로고 인쇄가 시안은 중앙 정렬이나, 실제로는 중앙 상단에 인쇄됨",협력사 측 제작 실수,
765,2023.11.16,등록,,이은교,이은교,PNA21895-카카오노동조합,인스타 피규어,"인스타피규어 핸드블록까지 제작한 건이나, 핸드블록이 누락된 채로 출고됨.  
(셰르파 상 발주 및 입하는 정상적으로 진행된 것으로 확인하였습니다.)",확인필요,
764,2023.11.10,등록,,황휘민,황휘민,PNA21458-위너스제이엠,인스타 피규어,아워홈과 동일한 이슈입니다. 웜화이트 팔 파츠가 조립되지 않는 이슈,,
763,2023.11.10,등록,,이은교,이은교,PNA21597-아워홈,인스타 피규어,"인스타피규어 팔 블록이 너무 뻑뻑해 성인의 힘으로도 조립이 어렵다는 컴플레인.

출고된 500개 중 10개 정도 뜯어 조립시도했으나, 고객사 부서원분들 10명이 전부 시도해도 조립에 실패하셨다고 합니다. ",,
761,2023.11.7,등록,,한봄이,한봄이,PNA20323-모츠(메르세데스벤츠),클래시 차량용 방향제,220개 수량으로 발주 후 10개 추가제작하셔서 총 제작수량 230개로 변경되었으나 최종적으로 220개 수량으로 출고됨 (+여유분 4개),"추가제작시 CX담당자가 FFM실 태그를 누락함
발주팀 화면(?)에 '프로젝트 굿즈 리스트' 데이터가 '클래시차량용방향제 220'으로 넘어옴 
",
760,2023.11.1,등록,,이은교,이은교,PNA21180-BC카드,월드 오브 피규어 Set,"고객사가 월드오브피규어 set는 키트 내 삽입하지 않고 별도로 전달해달라고 요청주셨으나,
큐레이터의 실수로 임가공 설명서에 기입을 누락하여 모두 키트 내 임가공 되어 출고되었습니다.

",휴먼에러,
759,2023.10.23,등록,,황휘민,황휘민,PNA21620-국립심포니오케스트라,허니콤보,재고가 부족하여 출고가 어려움. 이슈해결하였으나 아카이빙 창 업로드합니다. (고객사의 다른 제품으로 출고하기로 하였음),고객사 측에서 미니팩 생산을 급하게 중단하시면서 유통기한이 짧은 재고만 남아있었음. ,
758,2023.10.20,등록,,황휘민,황휘민,PNA20985-주식회사지니,스탠드-업 칫솔,스탠드업칫솔+휴대용치약이 들어있는 슬라이드 지퍼백에 로고 인쇄가 되지 않음,,
757,2023.10.20,등록,,현동원,현동원,211026_비엠텍시스템_프레젠트골프공3구,월드 오브 피규어 Set,"블록 1개가 부족하거나 더 들어가 있어 완성되지 않음.
그동안 고객사에 배포해오다가 오늘 행사 굿즈 진열장에 진열하기 위해 개봉하여 고객인지하게 됨. 
최근 PNA20665-비엠텍시스템 테일러드 이슈 건 배포 행사와 동일 고객 ",,
756,2023.10.20,등록,,이은교,이은교,PNA20821-씨엘모빌리티,레더스킨 다이어리,"배포된 다이어리 1개에서 오염 불량품 발견. (사진은 고객께서 공유해주시기로 하셔서 대기중)

일부 수량만 사내 직원에게 배포되었고, 전량을 다 열어보지는 못하셨음.

불량품은 일단 전달된 여분 수량(2개)에서 교체해서 사용 예정이며, 신입사원이 들어올 때마다 배포 예정이라 추후 추가 불량 발생 시 다시 연락주시기로 함.","더스트백 키트로 포장되어 출고된 건이라, 배송 과정에서의 불량은 아닐 것으로 예상됨",
755,2023.10.18,등록,,한봄이,한봄이,PNA21300-DENTIS,메시지 캐리어 파우치,"기존 고객이 캐리어 파우치를 새로운 시안으로 추가 제작하길 원했으나, 기존에 제작했던 시안으로 인쇄되어 출고됨

10/17일에 펠트스트링파우치라도 새로운 시안으로 제작해서 보내줄 수 있는지 문의했으나, 발주담당자가 쓰레드 알림을 누락하고, CX 담당자도 리마인드를 놓쳐 10/18일 오후에나 가능여부를 확인하게 되었고, 결국 19일 오전까지 추가제작해 보내드리지 못함 (수령지 대구) 

결과적으로 고객에게 A/S 해드리지 못한 상황이라 펠트스트링파우치 금액에 대해서는 예치금 형태로 할인해드리기로 함","CX 담당자가 고객이 보낸 첨부파일을 확인하지 못함 (고객이 메일에 시안 수정과 과 관련해서 따로 언급한 적이 없고, 확인용으로 보낸 기존 시안 파일에 별다른 피드백이 없어 시안이 수정됐음을 인지하지 못함)

고객이 CX담당자가 최초 메일과 최종 메일에 보낸 시안 파일을 확인하지 않음",
754,2023.10.17,등록,,"채효경,탁유림","채효경, 탁유림",PNA19518-코오롱오토모티브,레더라벨 캠핑체어,"채효경 님 휴가로 대신 업로드합니다.

제품 파손으로 엔드 유저가 상해를 입어 보상 관련하여 고객사에서 문의주셨습니다. (7/19 제품 출고)

8/1에 캠핑체어 다리부분 고무 파손 이슈 발생하여 여분수량 활용하시도록 안내드린 것으로 확인되는데, 추가로 이슈가 발생하였네요.

하단에 전문 공유드립니다.

-

유선상 연락 드린 코오롱오토모티브㈜ 송종원 과장입니다.
당사 고객이 7월경 계약 경품으로 신시어리에서 제작한 캠핑체어를 받아가셨습니다.

해당 캠핑체어를 가지고 고객님께서 낚시를 하시던 상황에서 해당 캠핑체어가 부러지면서 고객분께서 손으로 급하게 땅을 짚으시다 상해를 입으신 건으로 보입니다.

현재 해당 고객분께서 많이 노여워 하고 계신 상황이며, 신시어리 측에서 상해 보험 또는 파손보험등 고객분께 제공드릴수 있는 보상의 방법이 있으실지 문의 드립니다. 

당사 고객분께서 상해를 입으셔서 브랜드에 해가 되지 않을까 걱정되는 상황이니, 긍정적인 보상방법 검토 부탁 드립니다.","사용상의 문제, 제품 결함",
753,2023.10.16,등록,,현동원,현동원,PNA20665-비엠텍시스템,Tailored 스트랩 박스,"커스텀 지지박스 내 제품이 전반적으로 꺼져있음 
특히 USB 하단 지지박스와 제품은 함께 밑으로 빠짐 (절반 정도 숨어져 있음)
양 사이드 손잡이는 밖으로 나와 있지 않고 안으로 들어가 있어서 지지박스를 들어올리다가 찢어지며 파손됨 

10/20 행사 배포로 일정 매우 시급한 상황입니다.
제작 및 임가공 해결방안 확인 부탁드립니다. 
",,
751,2023.9.26,등록,,탁유림,탁유림,PNA20061-사람과나무,Raw 코튼 파우치,"코튼파우치가 XL가 아닌 L사이즈로 받아보셨다고 하는데 사이즈체크 부탁드립니다.
오더시트상에는 XL로 정상발주된 점 확인하였습니다.",,
750,2023.9.25,등록,,송지영,송지영,PNA17679-한양대학교,낫씽 설거지비누,"비누가 녹아 내려서 에코페이퍼박스에 묻어났다고 합니다. 키트 70개 가량 남아있다고 하는데 회수 후에 박스 교체가 필요해 보입니다. 
 
비누가 녹는 이슈는 처음인데 비누가 녹을 수 있는 온도나 습도 등 보관 환경도 고객에게 안내가 되면 좋을 것 같습니다 ! 
",,
748,2023.9.22,등록,,탁유림,탁유림,PNA20719-인사혁신처,모바일 오피스 파우치,"7bxo 중 1box(제품 11개) 택배 운송중 파손되어 제품 훼손

- 재제작시 제작기간 확인 부탁드립니다.
- 세종시 배송이라 일정상 지방퀵으로 진행해야할 것 같은데 검토 부탁드립니다.",,
747,2023.9.20,등록,,한승윤,한승윤,PNA20106-월드비전합창단,인스타 피규어,"핸드블록 제작 누락되어 추가 제작 요청하였으나, 출고정보가 생성되지 않아 제작 후 출고 누락됨",휴먼에러,
746,2023.9.20,등록,,탁유림,탁유림,PNA20590-블룸에너지코리아,레더스킨 다이어리,"후면 로고가 전량 비뚤게 인쇄되었다고 컴플레인하셨는데
기울기 오차범위 1~1.5도 내 들어오는지 확인해주실 수 있을까요?
육안상으로는 다소 비뚤어 보여서요.",,
745,2023.9.20,등록,,탁유림,탁유림,PNA20590-블룸에너지코리아,레더스킨 다이어리,"고객이 후면 로고가 전량 비뚤게 인쇄되었다고 컴플레인하셨는데,
기울기 오차 1~1.5도 내로 들어오는 것인지 확인 부탁드립니다.",,
743,2023.9.13,등록,,탁유림,탁유림,PNA18879-리디주식회사,Tailored 스트랩 박스,"슬리브 규격이 너무 타이트하여 훼손하지 않고서는 오픈 불가능
성인 남성 2명의 힘으로도 벗기기 어렵다는 컴플레인

고객사에서 일단 사용한다고 하셨으나, 추후 내부 컴플레인이 생기면 다시 연락주시기로 함","임가공팀 확인 결과 들어가는 품목에 따라 정도의 차이는 있지만 표준 슬리브 규격자체가 타이트한 편.

임가공시 어려움도 있고, 고객 경험도 좋지 않아 슬리브 조립 시 높이 규격이 조금 더 높아질 수 있게 개선 가능할지 문제호 님께서 검토해주실 예정.",
742,2023.9.13,등록,,탁유림,탁유림,PNA20704-임팩트스퀘어,리마커블 칫솔살균기,"시안 그래픽 일부 누락되어 인쇄 (하늘색 / 청록색 캐릭터의 눈동자 부분)
9/15 금요일 행사에 사용해야하는 상황..",협력사 실수로 추정,
741,2023.9.7,등록,,한승윤,한승윤,PNA20171-이노핏파트너스,소프트터치 블루투스 키보드,"동일품먹을 스티커와 내부 인쇄를 나누어 패키징하는 건이었는데, 반대로 패키징 되었다고 확인했습니다.

고객이 의도한 것은 스티커 : small success / 키보드 인쇄 : small success였는데,
스티커 : small success / 키보드 인쇄 : big difference 로 인쇄되었다고 합니다. 

오늘, 내일 행사인데 오늘 행사 때 배포한 건 이미 잘 못 된 채로 배포가 됐고, 구매하신 200개 중 170여개 정도 남아있는 것 같다고 하세요 (수량 파악 중) 

전체 회수 해서 다시 패키징 해야할 것 같은데, 내일 오전 10시까지 받아보셔야 한다고 합니다. 할인 보다는 엔드유저가 고객사에서 의도한 브랜딩대로 받아보실 수 있도록 리패키징 해드리는 것이 가장 좋을 것 같은데, 1) 박스 훼손 문제 없을지 2) 일정 가능할지 빠르게 확인 부탁드립니다. ","임가공 확인까지는 문제 없었고, 임가공 인력에서 휴먼에러가 난 것 같습니다. ",
737,2023.8.30,등록,,이은교,이은교,PNA20094-경기도파주교육지원청,오픈 스트로우 세트,버블티 빨대가 퍼플(고객 요청)이 아닌 레드 색상으로 제작되었습니다. cx담당자 실수로 견적서에 색상 변경을 누락하였습니다. ,휴먼에러,
736,2023.8.30,등록,,한봄이,한봄이,PNA19466-리치몬트코리아몽블랑,아이콘 콜드컵,"아이콘 콜드컵 총 2000개 제작하셨고, 고객이 본품과 여유분을 다른 배송지로 전달달라고 요청주셨음

실제로 본품 2000개, 여유분 9개 출고된 것으로 출고 확인서에 적혀있는데, 실제 고객이 본품 수량 검수시 2000개가 아닌 1995개로 확인됨 (여유분 수량은 일치)",수량 검수시 일부만 직접 검수 후 나머지는 무게 검수 방식으로 진행하여 수량 오차가 발생한 것으로 추정됨,
735,2023.8.29,등록,,윤지수,윤지수,PNA19931-금요일여섯(SGI서울보증보험),월드 오브 피규어 Set,개별배송 200건중 1건 택배사 과실로 분실,택배사에서 운송중 분실 된 것으로 추정됨,
733,2023.8.23,등록,,송지영,송지영,PNA19035-크래프트테크놀로지스,로고스트랩 파우치,"키트가 2종이었는데(쿨러백 키트, 로고 스트랩 키트) 로고 스트랩에 웰컴카드가 들어가지 않아야 하는데 포함되어서 제거 작업이 필요합니다. 
 
100개 중에서 1개는 고객이 검수하셔서 99개를 회수하여 웰컴카드 제외 임가공이 필요합니다. 

내일 오전 중으로 회수 후에 금요일에 출고 가능한지 확인 부탁드릴게요! ",변동 사항이 워낙 많았던 건이라 큐레이터가 놓친 부분입니다. ,
732,2023.8.22,등록,,이은교,이은교,PNA18553-디에딧,굿이너프 비치타월,"납품 후 약 두 달 가량 소요되었으나, 빨간 배경의 비치타월에서 이염이슈가 지속적으로 발생된다고 합니다.

에이전시 진행건이며, 최종 클라이언트인 LG측에서 사용중 아래와 같은 이슈 리포팅을 여러 건 받고 계시다고 합니다.

1. 흰 의자에 올려두었을 때 빨간색이 의자까지 물들음
2. 세탁 후 빨간 배경이었던 비치타월이 분홍색으로 물빠짐 
",비치타월 safe color 범위 밖 색상으로 제작 진행.,
731,2023.8.17,등록,,채효경,채효경,PNA19940-브랜드빌더리퍼블릭,톤앤톤 쿨러백,"쿨러백 지퍼색상이 발주색상(M 164번)과 다르게 제작되었습니다. 김민지님께서 협력사 제작 과정의 이슈를 스레드로 설명 주실 예정입니다.

고객 사용일정이 정해져있어 1차적으로는 현 제품으로 사용하신다고 하였습니다만, 급한 수량은 먼저 사용하고 일부 수량 재제작을 요청주실 가능성도 있습니다. (오늘 고객사 내부 회의 예정)

현재 고객께 안내 필요한 내용은 1) 발주사양대로 제작된 것이 맞을지, 2) 지퍼 실물 스와치를 대여하여 고른다면 앞으로는 동일한 이슈가 발생하지 않는 것이 맞을지 입니다. 민지님께서 안내주신 내용 토대로라면 1) 발주사양대로 제작된 것이 아니기 때문에 지퍼원단 금액(116,000원)에 대한 할인 및 고객요청수량 재제작이 필요할 수도 있을 것으로 보입니다. 

추가로 검수 단계에서 최종시안파일로만 확인하는 것이 아닌, 실물 스와치로 확인하는 절차도 필요할 것으로 보입니다. ",협력사 제작 과정에서 다른 색상으로 제작 (김민지님께서 스레드로 내용 안내주시기로 하였습니다),
730,2023.8.14,등록,,송지영,송지영,PNA18449-펫닥,Start 틴케이스,"틴케이스 슬리브 색상이 생각보다 너무 코랄로 나왔다고 합니다. 입하 사진 확인해보니 다른 제품(펜 배경지)ㅇ에 비해서 연하게 나온 것 같아요. 

이런 경우 입고 시에 어떤 기준으로 검수 완료되는 것인지 궁금합니다..! (b급, c급인지..?) 이미 고객이 사용하셔야 한다고 해서 적립금?으로 진행해야 할 것 같아요. ",,
729,2023.8.1,등록,,채효경,채효경,PNA20027-코오롱오토모티브,레더라벨 캠핑체어,"엔드유저로부터 캠핑체어 다리의 고무 부분 파손 사례가 접수되었습니다. (제작 수량 300개 중 1건) 
고객사 담당자께서 함께 출고되었던 여분수량으로 교체는 해드릴 예정이나, 최대 하중 150kg로 안내되고 있고 추후 같은 사례가 발생할 가능성이 있을지와 발생 시 대응방법에 대한 논의가 필요하여 내용 공유 드립니다. 파손 제품은 고객사에서 보관 중이셔서 발생원인 파악이 필요하다면 회수 진행도 가능한 상황입니다. ","자재 자체의 불량, 엔드유저의 보관 방법 등의 이유로 예상됩니다. ",
728,2023.7.28,등록,,채효경,채효경,PNA19283-더에스엠씨그룹(파스퇴르),오픈 스트로우 세트,"빨대에 끼워지지 않아 고리 부분이 좁게 구부러진 이슈 건 회수하여 재임가공하여 출고하였으나, 재질 특성 상 고리가 다시 원래 자리로 돌아가는 특성 때문에 고객 수령 시점에는 기존 상태와 동일하였습니다. 재회수 후 해당 아크릴도 빨대에 꽂는 임가공 진행하여 재출고 부탁 드리겠습니다. ",아이콘아크릴 특성 상 빨대에 꽂아져 있지 않는 경우 고객이 수령하실 때 빨대에 끼워지지 않는 정도임. 고리를 넓힌 후 다시 원상복구 될 가능성을 고려하지 못함.,
727,2023.7.27,등록,,황휘민,황휘민,PNA14961-신명에프앤비,어태치보조배터리,"신시어리 케어 접수 건
내용 : 충전 불량",,
726,2023.7.27,등록,,채효경,채효경,PNA19283-더에스엠씨그룹(파스퇴르),오픈 스트로우 세트,아크릴 3종 중 1개(D3 : 파박사 전신)의 고리 부분이 너무 좁게 구부려져 있어 빨대에 들어가지 않는 정도임. 100개 중 4개째 확인되어 전체 수량 동일할 것으로 예상.,"아크릴 3개 중 2개는 빨대에 끼워 포장되고, 이슈 발생한 나머지 1개는 지퍼백에 담긴 채로 포장되었는데 임가공 방법에서 발생한 이유일지, 혹은 고리 부품 제작 자체의 문제일지 확인이 필요합니다. ",
725,2023.7.26,등록,,한승윤,한승윤,PNA19433-에브라임이노베이션,Basket 패키지,슬라이드 지퍼백 M사이즈로 구매하셔야 하는데 S사이즈로 견적서 잘못 작성되면서 S사이즈로 출고되었습니다. ,큐레이터 휴먼 에러 ,
724,2023.7.26,등록,,송지영,송지영,PNA18298-카카오게임즈,레더라벨 캠핑체어,"캠핑체어의 끈?이 떨어졌다고 합니다. 현재까지 발견된 불량은 2개라고 하시네요. 
인쇄하지 않은 제품으로 대체해드리면 될지 확인 부탁드리겠습니다. ",,
723,2023.7.24,등록,,한봄이,한봄이,PNA17216-위대한상상(요기요),브랜드 스트랩 단우산,우산 원단 시안 중 일부(캐릭터 신발부분)이 잘못 인쇄됐습니다. (선과 면이 바뀌어 인쇄된 걸로 추측됩니다.),체크 파이널 당시 시안 검토하는 과정에서 휴먼 에러가 발생한 것으로 추정됩니다.,
722,2023.7.21,등록,,탁유림,탁유림,PNA19040-고려사이버대학교,스타트 씨드키트,"약포지에 씨앗 미포함

엔드유저로부터 연락 받았는데, 1300개 제작한 건이라 추가적인 이슈가 발견될 수 있을 것 같습니다.",협력사 실수,
721,2023.7.14,등록,,송지영,송지영,PNA18721-싸이버스카이,리틀빅 리유저블컵,기성 박스로 출고되어야 하는 건인데 뚜껑과 텀블러가 각각 출고되었습니다(박스 없이) 빠르게 회수 및 포장 진행 필요해보입니다. 확인 부탁드려요 :) ,원인 파악 필요,
720,2023.6.30,등록,,송지영,송지영,PNA18651-주식회사테크랩스,Raw 코튼 파우치,"Raw코튼 파우치 XL에 브링유어컵과 버티컬 무선 충전패드를 넣어서 1개의 키트로 진행했어야 했는데, 

브링유어컵은 XL사이즈 파우치에 버티컬 무선충전패드는 L사이즈 파우치에 각각 넣어져서 제작되었습니다.(사이즈는 확실하지 않습니다. 실물을 제가 보지 못하였기에..) 

임가공 사진 확인했을 당시에 파우치 2종인지 큐레이터가 사진으로는 확인이 어려웠습니다. (하나는 누워져 있는 키트, 하나는 세워져 있는 키트로 확인) ","1) RaW코튼 파우치 XL로 발주를 넣었으나 파우치가 왜 사이즈 2종으로 나뉘어져서 제작되었는지 확인이 필요하며 
2) 입고 시 파우치 2종이 어떻게 통과되었는지.. 확인이 필요합니다!",
719,2023.6.29,등록,,이은교,이은교,PNA19046-래이앤코,인스타 피규어,"인스타피규어 출고된 228개 중 몸통이 누락된 제품 2개 발견. 

(일단 전달드린 여유수량 내 대체 가능한 것으로 확인됨)",협력사 휴먼에러로 추정,
718,2023.6.28,등록,,이은교,이은교,PNA18509-케이디앤지,풀커버 스프링노트,"노트 커버 시안과 실물간의 색감차이 발생함

검수 단계에서 해당 부분 걸러져 큐레이터가 실물 확인 후 납품 가능한 수준으로 판단하여 정상 출고하였으나, 고객께서는 납득 어려운 수준으로 판단함.
","작업 실수나 시안오류 보다는 지류와 인쇄/후처리 등의 특성에 이해 발생한 색감차이

",
717,2023.6.26,등록,,한봄이,한봄이,PNA18808-삼성증권,아이콘 펜,"'-고객이 확인한 30개 (슬라이드지퍼백) 키트 중 15개 수량의 아이콘 펜이 불량이었다고 전달받았습니다. (총 수량 200개)
-아이콘이 고리 부분과 떨어진 상태로 배송되었거나 살짝만 만져도 분리되었다고 합니다..",아이콘 부착을 위해 칠한 본드 접착력이 약했거나 너무 소량이었던게 아닐까 싶습니다.,
716,2023.6.21,등록,,한봄이,한봄이,PNA18071-지마켓,Carry me 와인잔,"1. 2개입으로 100세트 제작하셨는데 1개입으로 100세트 제작되어 입고됨
2. 입고된 100세트가 샘플 컨펌 전 시안으로 제작됐고, 샘플 수령 후 시안이 살짝 변경됨",협력사 실수,
715,2023.6.20,등록,,황휘민,황휘민, PNA11997-충북대학교디지털혁신공유대학,핑거팬,"충전이슈로 a/s 요청주셨습니다.
회수할 필요없이 새 제품으로 발송해드리면 좋을 것 같은데 scm실 측 의견 부탁드립니다.","추정 원인 : 충전 기능 불량
상세 현상 : 충전기를 연결하면 항상 충전완료 상태로 뜨고(계속 초록불) 작동도 잘 되지만 충전기를 빼면 작동이 안됨. 충전기를 한참 연결해놨다가 빼도 동일한 현상이 나타남.",
714,2023.6.19,등록,,채효경,채효경,PNA18817-나이스평가정보,플레인 USB,데이터 삽입 파일이 2개였으나 1개 파일만 삽입됨,"고객 전달 메일에서 1개 파일은 첨부파일, 나머지 1개 파일은 다운로드 링크로 전달되어 cx담당자가 1개 파일인 것으로 착각하여 드랍박스 업로드를 누락하였습니다.
고객 필요 일정으로 인해 오늘 회수 후 데이터 추가삽입하여 6/21(수) 오전까지 재출고 가능할지 확인 부탁 드려도 될까요? 
ECO페이퍼박스 S사이즈 키트 300개 수량이며, 플레인USB 본품이 씬페이퍼봉투+스티커 포장되어 씬페이퍼봉투와 스티커는 재제작이 필요할 수 있을 것 같습니다.(ㅠㅠ)","견적서의 데이터 삽입 옵션에 데이터 파일명, 데이터 파일 개수 등 상세내용 기입할 수 있도록 선택사항란 기재해두기 (이건 바로 제가 생성해두겠습니다.. 혹 추가의견 있으시다면 말씀 주세요)"
713,2023.6.16,등록,,한승윤,한승윤,PNA18772-메카닉코리아(파이브가이즈),아이콘 콜드컵,"빨간색 형태의 띠가 연결되어 360도로 둘러서 인쇄되는 것을 원했는데 실제로는 해당 부분이 떨어져서 인쇄됐습니다. 고객사에서 제작 논의 단계 때부터 해당 부분은 강조하셔서 말씀해주셨다고 하는데, 1) 제작 상의 오류인지 2) 제품 자체에서 어쩔 수 없는 부분인지 확인 부탁드립니다. 

고객사에서 차주 수요일 (6/21)까지 물품이 필요하신 상황으로 확인했습니다. 재제작 필요할 것 같은데 얼마나 걸릴지 빠르게 확인해주시면 좋을 것 같습니다. ",시안 상의 오류? ,
712,2023.6.14,등록,,한승윤,한승윤,PNA18491-한국부동산원,스트레치 사원증 홀더,"체크썸 오류로 발주 진행되지 않음
>> 우선 가장 빠른 출고 일자가 6/28~29일로 보이는데 퀵으로라도 전달드릴 수 있을지 확인 필요할 것 같습니다. ","담당자, 대체담당자의 체크썸 오류 알림 누락.
알람이 n차로 와야할 것 같습니다. ",
711,2023.6.14,등록,,송지영,송지영,PNA17580-한국미쓰도요,화이트쇼핑백,"클래시차량용과 함께 구매한 쇼핑백(화이트)가 불량이 많다고 하시네요. 

쇼핑백 펼칠 때마다 찢어지는 현상이 발생하고.
테이프 처리까지 되어있는 쇼핑백이 발견되었습니다.

현재까지 발행한 불량은 20개 정도라 제작한 방향제 수량보다 모자라다고 하십니다. (사진은 쓰레드로 참고 부탁드립니다. )

아직 사용하지 않은 쇼핑백 중에서 불량이 얼만큼 있을지 모르는 상황이라 고객은 50개 정도 추가 전달을 원하시는데 50개는 수량이 좀 많은 것 같기는 합니다. 확인 부탁드려요! ",,
710,2023.6.7,등록,,현동원,현동원,PNA18305-한국수자원공사,인스타 피규어,A1 시안의 상의가 A2 시안으로 모두 인쇄됨,"확인중이며, 셰르파 내 시안 구분은 문제 없는 것으로 확인됩니다.",
708,2023.5.23,등록,,한승윤,한승윤,PNA14543-의정부시도시재생지원센터,데코 무선 가습기,"구매하셨던 200개 수량 중 180개 남은 상황, 그 중에 박스 하나 열어서 세 개를 랜덤하게 테스트 해보셨는데요 

1. 설명서가 들어가있지 않음 
2. 충전이 매우 오래 걸림 (22일 낮부터 23일 오전까지 계속 충전했는데 계속 빨간불) ","1. 협력사 임가공인 것으로 확인했는데, 협력사에서 설명서를 다 버림
2. 고객사에서 사용법을 몰라 제대로 작동 시키지 못하고 있거나
3. 높은 전압으로 충전하고 있어서 작동이 안되고 있거나
4. 오랜 기간 동안 사용하지 않아 배터리가 방전되었거나.. 등등.. ",
707,2023.5.16,등록,,한봄이,한봄이,PNA18188-신구대학교우촌박물관,인스타 피규어,시안 2종 중 1종이 시안과 다르게 인쇄가 되어 출고됨 (리본이 빠져 인쇄됨),협력사 실수,
706,2023.5.8,등록,,황휘민,황휘민,PNA16698-펜타시큐리티시스템,"""No Stress, PD충전기""","신시어리케어 서비스 접수 건입니다.
동봉되어 있는 케이블/원래 가지고 계시던 케이블을 활용해도 충전이 되지 않는다고 합니다. 불도 안들어온다고 하네요. 
새 제품을 하나 보내드리면 좋을 것 같은데 잘못된 제품 회수 필요할까요?",,
705,2023.5.3,등록,,송지영,송지영,PNA18219-TMCK,스펙트럼 컬러펜,"스펙트럼 컬러펜 화이트 바디/잉크 색상 블랙으로 발주했으나, 잉크 색상이 화이트바디/브라운으로 제작됨 ",확인 필요,
703,2023.4.28,등록,,채효경,채효경,PNA17840-몰레큘러디바이시스,클라우드 피크닉매트,"시안의 색상 청록색이 파란색으로 인쇄됨 (커버 배경색, 매트 체크무늬부분) 고객 필요일정이 급해 출고된 제품으로 사용하실 예정이나, 발생 원인 및 후속 조치 필요 여부 확인 필요함.","원인 확인 필요. 고객사에서 시안작업 해주셨고, 체크파이널 단계에서 특이사항은 없었습니다. 제작 혹은 검수 단계에서 특이사항 있었을지 확인 요청 드립니다. ",