파츠번호,년월,판매수량,품절주수
PT0712,2026-01,100,1
PT0712,2026-03,205,0
PT0712,2026-5,100,0
PT0712,2026-7,200,0
PT0715,2025-01,220,0
PT0715,2025-02,100,0
PT0715,2025-03,500,0
PT0715,2025-04,400,0
PT0715,2025-05,100,0
PT0715,2025-6,0,2
PT0715,2025-7,100,2
PT0715,2025-08,400,0
PT0715,2025-09,100,0
PT0715,2025-11,430,0
PT0715,2025-12,600,0
PT0715,2026-01,100,0
PT0715,2026-03,205,0
PT0715,2026-5,100,0
PT0715,2026-7,200,0
PT0721,2025-1,1001,0
PT0721,2025-02,200,0
PT0721,2025-03,190,0
PT0721,2025-04,100,0
PT0721,2025-06,0,2
PT0721,2025-07,400,2
PT0721,2025-11,100,0
PT0721,2025-12,872,0
PT0832,2025-01,430,2
PT0832,2025-02,100,0
PT0832,2025-4,50,0
PT0832,2025-5,150,0
PT0832,2025-06,350,0
PT0832,2025-07,200,0
PT0832,2025-08,600,0
PT0832,2025-10,250,0
PT0832,2025-11,791,0
PT0832,2025-12,285,3
PT0832,2026-01,0,5
PT0832,2026-02,300,4
PT0832,2026-3,0,4
PT0832,2026-4,0,5
PT0832,2026-05,0,4
PT0832,2026-06,0,4
PT0832,2026-7,0,4
PT0833,2025-1,2885,4
PT0833,2025-2,0,2
PT0833,2025-03,350,0
PT0833,2025-04,1353,0
PT0833,2025-5,350,0
PT0833,2025-6,150,0
PT0833,2025-07,450,0
PT0833,2025-08,150,0
PT0833,2025-09,400,0
PT0833,2025-10,2320,0
PT0833,2025-11,3590,0
PT0833,2025-12,2511,3
PT0833,2026-1,760,1
PT0833,2026-02,2226,3
PT0833,2026-03,910,0
PT0833,2026-4,1750,0
PT0833,2026-5,250,0
PT0833,2026-6,200,0
PT0833,2026-07,900,0
PT1030,2025-01,1074,0
PT1030,2025-02,3500,0
PT1030,2025-03,850,0
PT1030,2025-04,668,0
PT1030,2025-5,1070,0
PT1030,2025-6,100,0
PT1030,2025-7,820,0
PT1030,2025-08,200,0
PT1030,2025-09,1008,0
PT1030,2025-10,1000,0
PT1030,2025-11,800,0
PT1030,2025-12,880,0
PT1030,2026-01,1400,0
PT1030,2026-02,150,0
PT1030,2026-03,1150,0
PT1030,2026-04,2000,0
PT1030,2026-05,450,0
PT1030,2026-06,470,0
PT1030,2026-07,100,0
PT1093,2025-1,2476,0
PT1093,2025-2,700,0
PT1093,2025-3,4242,0
PT1093,2025-04,1972,0
PT1093,2025-05,3250,0
PT1093,2025-06,1500,0
PT1093,2025-07,1350,0
PT1093,2025-08,1660,0
PT1093,2025-09,1495,0
PT1093,2025-10,2908,0
PT1093,2025-11,1923,0
PT1093,2025-12,3300,0
PT1093,2026-01,3630,0
PT1093,2026-2,2040,0
PT1093,2026-03,2370,0
PT1093,2026-04,2870,0
PT1093,2026-05,1182,0
PT1093,2026-06,1194,0
PT1093,2026-07,200,0
PT1116,2025-01,150,0
PT1116,2025-03,371,0
PT1116,2025-04,1838,0
PT1116,2025-06,200,0
PT1116,2025-7,200,0
PT1116,2025-8,400,0
PT1116,2025-9,237,0
PT1116,2025-10,100,0
PT1116,2025-11,300,0
PT1116,2026-01,300,0
PT1116,2026-04,255,0
PT1125,2025-02,200,0
PT1125,2025-03,1472,0
PT1125,2025-04,400,0
PT1125,2025-05,600,0
PT1125,2025-6,100,0
PT1125,2025-8,410,0
PT1125,2025-09,137,0
PT1125,2025-10,1790,0
PT1125,2025-11,500,0
PT1125,2025-12,200,0
PT1125,2026-02,200,0
PT1125,2026-04,650,0
PT1125,2026-07,100,0
PT1197,2025-1,1030,0
PT1197,2025-2,1300,0
PT1197,2025-03,550,0
PT1197,2025-04,1090,0
PT1197,2025-05,990,0
PT1197,2025-06,1795,0
PT1197,2025-7,2150,0
PT1197,2025-08,660,0
PT1197,2025-09,275,0
PT1197,2025-10,450,0
PT1197,2025-11,2371,0
PT1197,2025-12,4006,0
PT1197,2026-01,5602,0
PT1197,2026-02,1150,0
PT1197,2026-03,1854,0
PT1197,2026-04,1300,0
PT1197,2026-05,16700,0
PT1197,2026-06,1005,0
PT1197,2026-07,350,0
PT1201,2025-01,500,0
PT1201,2025-02,1495,0
PT1201,2025-03,200,0
PT1201,2025-04,550,0
PT1201,2025-05,800,0
PT1201,2025-6,400,0
PT1201,2025-07,200,0
PT1201,2025-08,680,0
PT1201,2025-09,975,0
PT1201,2025-10,960,0
PT1201,2025-11,1770,0
PT1201,2025-12,1560,0
PT1201,2026-01,1240,4
PT1201,2026-02,600,0
PT1201,2026-03,2262,0
PT1201,2026-4,750,0
PT1201,2026-5,1805,0
PT1201,2026-6,250,0
PT1201,2026-07,300,0
PT1236,2025-01,1475,0
PT1236,2025-02,420,0
PT1236,2025-03,520,0
PT1236,2025-04,200,0
PT1236,2025-05,650,0
PT1236,2025-06,200,0
PT1236,2025-07,250,0
PT1236,2025-08,200,0
PT1236,2025-09,210,0
PT1236,2025-10,2798,0
PT1236,2025-11,1338,0
PT1236,2025-12,3100,0
PT1236,2026-01,990,2
PT1236,2026-02,200,2
PT1236,2026-03,754,0
PT1236,2026-04,250,0
PT1236,2026-5,130,0
PT1236,2026-6,250,0
PT1236,2026-07,50,0
PT1239,2025-01,800,3
PT1239,2025-02,1057,0
PT1239,2025-03,624,0
PT1239,2025-04,700,0
PT1239,2025-05,620,0
PT1239,2025-06,512,0
PT1239,2025-7,750,0
PT1239,2025-8,1910,3
PT1239,2025-9,1517,2
PT1239,2025-10,1046,0
PT1239,2025-11,5950,1
PT1239,2025-12,1900,2
PT1239,2026-01,1220,3
PT1239,2026-02,550,0
PT1239,2026-03,700,0
PT1239,2026-04,850,0
PT1239,2026-05,420,0
PT1239,2026-06,50,0
PT1464,2026-03,0,4
PT1464,2026-04,0,5
PT1464,2026-05,0,4
PT1464,2026-6,0,4
PT1464,2026-7,0,1
PT1569,2025-1,250,0
PT1569,2025-02,1270,0
PT1569,2025-05,250,0
PT1569,2025-06,1300,0
PT1569,2025-09,600,0
PT1569,2025-11,242,0
PT1569,2025-12,515,0
PT1569,2026-01,400,0
PT1569,2026-03,700,0
PT1569,2026-4,320,0
PT1569,2026-5,420,0
PT1569,2026-7,200,0
PT2248,2025-01,810,0
PT2248,2025-02,400,0
PT2248,2025-4,100,0
PT2248,2025-5,200,0
PT2248,2025-6,300,0
PT2248,2025-07,450,0
PT2248,2025-08,150,0
PT2248,2025-09,650,0
PT2248,2025-10,200,0
PT2248,2025-11,900,0
PT2248,2025-12,1294,0
PT2248,2026-01,446,0
PT2248,2026-02,400,0
PT2248,2026-4,200,0
PT2248,2026-6,250,0
PT2248,2026-7,100,0
PT2250,2025-01,810,0
PT2250,2025-02,400,0
PT2250,2025-04,100,0
PT2250,2025-05,200,0
PT2250,2025-06,300,0
PT2250,2025-07,450,0
PT2250,2025-08,150,0
PT2250,2025-09,650,0
PT2250,2025-10,200,0
PT2250,2025-11,900,0
PT2250,2025-12,1294,0
PT2250,2026-1,446,0
PT2250,2026-2,400,0
PT2250,2026-04,200,0
PT2250,2026-06,250,0
PT2250,2026-07,100,0
PT2472,2025-01,600,0
PT2472,2025-02,500,0
PT2472,2025-03,1000,0
PT2472,2025-04,872,0
PT2472,2025-05,1050,0
PT2472,2025-7,100,0
PT2472,2025-8,300,0
PT2472,2025-9,250,0
PT2472,2025-10,200,0
PT2472,2025-11,620,0
PT2472,2025-12,700,0
PT2472,2026-01,300,1
PT2472,2026-02,300,2
PT2472,2026-03,300,0
PT2472,2026-4,550,0
PT2472,2026-5,200,0
PT2472,2026-6,120,0
PT2473,2025-01,1402,0
PT2473,2025-02,100,0
PT2473,2025-03,942,0
PT2473,2025-05,600,0
PT2473,2025-06,1100,0
PT2473,2025-7,200,0
PT2473,2025-8,100,0
PT2473,2025-9,220,0
PT2473,2025-10,108,0
PT2473,2025-11,413,0
PT2473,2025-12,380,0
PT2473,2026-01,200,0
PT2473,2026-2,1240,0
PT2473,2026-03,1650,0
PT2473,2026-04,420,0
PT2473,2026-06,450,0
PT2802,2025-1,100,0
PT2802,2025-02,769,0
PT2802,2025-03,900,0
PT2802,2025-04,200,0
PT2802,2025-05,700,0
PT2802,2025-07,650,0
PT2802,2025-8,600,0
PT2802,2025-9,200,0
PT2802,2025-10,800,0
PT2802,2025-11,1310,0
PT2802,2025-12,1800,1
PT2802,2026-01,900,0
PT2802,2026-02,400,0
PT2802,2026-04,550,0
PT2802,2026-05,100,0
PT2802,2026-06,144,0
PT2802,2026-7,100,0
PT2809,2025-10,900,0
PT2809,2025-11,300,0
PT2809,2025-12,1000,0
PT2809,2026-02,300,0
PT2811,2025-01,200,0
PT2811,2025-10,700,0
PT2811,2025-11,1200,0
PT2811,2025-12,100,0
PT2811,2026-01,100,0
PT2834,2025-01,600,0
PT2834,2025-02,310,0
PT2834,2025-04,200,0
PT2834,2025-7,300,0
PT2834,2025-9,200,0
PT2834,2025-11,500,0
PT2834,2026-02,130,0
PT2834,2026-03,210,0
PT2836,2025-01,600,3
PT2836,2025-02,310,0
PT2836,2025-04,200,0
PT2836,2025-07,300,0
PT2836,2025-09,200,0
PT2836,2025-11,500,0
PT2836,2026-02,130,0
PT2836,2026-03,210,0
PT2839,2025-01,800,4
PT2839,2025-02,200,0
PT2839,2025-03,100,0
PT2839,2025-04,380,0
PT2839,2025-05,400,0
PT2839,2025-06,700,0
PT2839,2025-07,530,0
PT2839,2025-08,853,0
PT2839,2025-09,500,0
PT2839,2025-10,500,0
PT2839,2025-11,873,0
PT2839,2025-12,800,1
PT2839,2026-01,710,0
PT2839,2026-06,520,0
PT2839,2026-07,100,0
PT2841,2025-01,1100,0
PT2841,2025-02,200,0
PT2841,2025-03,100,0
PT2841,2025-04,380,0
PT2841,2025-05,400,0
PT2841,2025-06,700,0
PT2841,2025-7,530,0
PT2841,2025-8,1233,0
PT2841,2025-9,500,0
PT2841,2025-10,500,0
PT2841,2025-11,873,0
PT2841,2025-12,800,0
PT2841,2026-01,710,0
PT2841,2026-06,520,0
PT2841,2026-07,100,0
PT2852,2025-01,600,0
PT2852,2025-02,310,0
PT2852,2025-04,200,0
PT2852,2025-07,300,0
PT2852,2025-09,200,0
PT2852,2025-11,500,0
PT2852,2026-2,130,0
PT2852,2026-03,210,0
PT2962,2025-01,100,0
PT2962,2025-02,769,0
PT2962,2025-03,900,0
PT2962,2025-04,200,0
PT2962,2025-5,700,0
PT2962,2025-7,650,0
PT2962,2025-8,600,0
PT2962,2025-09,200,0
PT2962,2025-10,800,0
PT2962,2025-11,1310,0
PT2962,2025-12,1800,0
PT2962,2026-01,900,0
PT2962,2026-02,400,0
PT2962,2026-04,550,0
PT2962,2026-05,100,0
PT2962,2026-06,144,0
PT2962,2026-7,100,0
PT3321,2025-1,200,0
PT3321,2025-4,100,0
PT3321,2025-06,100,0
PT3321,2025-08,100,0
PT3321,2025-10,400,0
PT3321,2025-11,140,0
PT3321,2025-12,295,0
PT3322,2025-01,600,0
PT3322,2025-2,310,0
PT3322,2025-4,200,0
PT3322,2025-7,300,0
PT3322,2025-09,200,0
PT3322,2025-11,500,0
PT3322,2026-02,130,0
PT3322,2026-03,210,0
PT3329,2025-01,350,0
PT3329,2025-02,350,0
PT3329,2025-03,172,0
PT3329,2025-04,200,0
PT3329,2025-07,200,0
PT3329,2025-09,100,0
PT3329,2025-11,341,0
PT3329,2025-12,100,0
PT3329,2026-7,100,0
PT3365,2025-1,140,0
PT3365,2025-02,300,0
PT3365,2025-03,920,0
PT3365,2025-04,400,0
PT3365,2025-05,300,0
PT3365,2025-06,300,0
PT3365,2025-07,220,0
PT3365,2025-09,840,0
PT3365,2025-10,1350,0
PT3365,2025-11,1000,0
PT3365,2025-12,735,0
PT3365,2026-1,2000,0
PT3365,2026-2,100,0
PT3365,2026-03,650,0
PT3365,2026-04,400,0
PT3365,2026-05,100,0
PT3365,2026-06,340,0
PT3365,2026-07,200,0
PT3366,2025-01,403,0
PT3366,2025-02,3734,0
PT3366,2025-03,690,0
PT3366,2025-04,957,0
PT3366,2025-05,300,0
PT3366,2025-06,450,0
PT3366,2025-07,710,0
PT3366,2025-08,100,0
PT3366,2025-09,1500,0
PT3366,2025-10,1200,0
PT3366,2025-11,3730,0
PT3366,2025-12,1272,0
PT3366,2026-1,800,0
PT3366,2026-2,450,0
PT3366,2026-3,610,0
PT3366,2026-04,700,0
PT3366,2026-05,850,0
PT3366,2026-06,300,0
PT3366,2026-07,300,0
PT4400,2025-01,3190,0
PT4400,2025-02,1798,0
PT4400,2025-03,1327,0
PT4400,2025-4,4150,0
PT4400,2025-5,3400,0
PT4400,2025-6,2900,0
PT4400,2025-07,1600,0
PT4400,2025-08,4230,0
PT4400,2025-09,3312,0
PT4400,2025-10,3107,0
PT4400,2025-11,3000,0
PT4400,2025-12,2180,0
PT4400,2026-01,1815,0
PT4400,2026-2,500,0
PT4400,2026-3,6000,0
PT4400,2026-04,6311,0
PT4400,2026-05,920,0
PT4400,2026-06,1300,0
PT4400,2026-07,200,0
PT4716,2025-11,500,0
PT4716,2025-12,500,4
PT4716,2026-01,0,4
PT4716,2026-4,800,0
PT4716,2026-6,100,0
PT4716,2026-07,100,0
PT4717,2025-12,300,0
PT4717,2026-01,100,0
PT4717,2026-03,100,0
PT4717,2026-04,100,0
PT4717,2026-06,200,0
PT4717,2026-07,100,0
PT4718,2025-12,100,0
PT4718,2026-01,600,0
PT4718,2026-05,100,0
PT4719,2025-9,370,0
PT4719,2025-12,126,0
PT4719,2026-2,200,0
PT4719,2026-03,100,0
PT4719,2026-05,100,0
PT4882,2025-08,100,0
PT4882,2025-09,840,0
PT4882,2025-10,1610,0
PT4882,2025-11,4564,0
PT4882,2025-12,3223,3
PT4882,2026-01,1150,1
PT4882,2026-02,170,0
PT4882,2026-03,150,0
PT4882,2026-4,650,3
PT4882,2026-5,605,0
PT4882,2026-6,300,0
PT4883,2025-09,50,0
PT4883,2025-11,951,0
PT4883,2025-12,2451,0
PT4883,2026-01,1100,0
PT4883,2026-02,150,0
PT4883,2026-04,1505,0
PT4883,2026-05,150,0
PT4883,2026-07,55,0
PT4986,2025-09,36,0
PT4986,2025-10,30,0
PT4986,2025-11,573,0
PT4986,2025-12,280,0
PT4986,2026-1,60,0
PT4986,2026-3,150,0
PT4986,2026-04,35,0
PT4986,2026-05,832,0
PT0859,2025-01,2210,0
PT0859,2025-02,100,0
PT0859,2025-04,100,0
PT0859,2025-09,2800,0
PT0859,2025-10,1040,0
PT0859,2025-11,1106,0
PT0859,2025-12,3170,0
PT0859,2026-01,3403,0
PT0859,2026-3,150,0
PT0947,2025-1,230,0
PT0947,2025-2,250,0
PT0947,2025-08,400,0
PT0947,2025-11,500,0
PT0947,2025-12,1472,0
PT0947,2026-05,100,0
PT0948,2025-01,2210,0
PT0948,2025-04,100,0
PT0948,2025-09,300,0
PT0948,2025-10,750,0
PT0948,2025-11,2106,0
PT0948,2025-12,2870,0
PT0948,2026-01,3303,0
PT0948,2026-3,150,0
PT1560,2025-1,500,0
PT1560,2025-2,450,0
PT1560,2025-03,915,0
PT1560,2025-04,938,0
PT1560,2025-05,450,0
PT1560,2025-06,500,0
PT1560,2025-07,200,0
PT1560,2025-08,400,0
PT1560,2025-09,400,0
PT1560,2025-10,1200,0
PT1560,2025-11,511,0
PT1560,2025-12,200,0
PT1560,2026-01,350,0
PT1560,2026-2,200,0
PT1560,2026-04,1055,0
PT1560,2026-06,330,0
PT1560,2026-07,200,0
PT2805,2025-01,200,0
PT2805,2025-11,610,0
PT2837,2025-1,600,0
PT2837,2025-2,310,0
PT2837,2025-04,200,0
PT2837,2025-07,300,0
PT2837,2025-09,200,0
PT2837,2025-11,500,0
PT2837,2026-02,130,0
PT2837,2026-03,210,0
PT3373,2025-02,150,0
PT3373,2025-06,120,0
PT3373,2025-08,50,0
PT3373,2025-11,471,0
PT3373,2025-12,1283,0
PT3373,2026-01,400,0
PT3373,2026-3,100,0
PT3373,2026-4,800,0
PT3373,2026-5,200,0
PT3375,2026-01,60,0
PT3376,2025-01,60,0
PT3376,2025-11,360,0
PT3376,2025-12,300,0
PT3376,2026-01,100,0
PT3376,2026-02,170,0
PT3376,2026-04,300,0
PT3377,2025-03,70,0
PT3377,2025-04,150,0
PT3377,2025-08,100,0
PT3377,2025-9,540,0
PT3377,2025-10,810,0
PT3377,2025-11,2220,0
PT3377,2025-12,1851,0
PT3377,2026-01,200,0
PT3377,2026-04,50,0
PT3377,2026-05,405,0
PT3377,2026-06,100,0
PT3378,2025-05,120,0
PT3378,2025-09,100,0
PT3378,2025-12,100,0
PT3378,2026-01,70,0
PT3378,2026-06,200,0
PT3379,2025-01,300,0
PT3379,2025-4,100,0
PT3379,2025-9,100,0
PT3379,2025-11,1000,0
PT3379,2025-12,850,0
PT3379,2026-01,350,0
PT3379,2026-02,150,0
PT3379,2026-04,100,0
PT3379,2026-05,150,0
PT3380,2025-01,300,0
PT3380,2025-08,100,0
PT3380,2025-12,210,0
PT3380,2026-01,200,0
PT3380,2026-04,50,0
PT3381,2025-11,863,0
PT3381,2025-12,100,0
PT3381,2026-1,70,0
PT3381,2026-04,600,0
PT3382,2025-10,750,0
PT3382,2025-11,550,0
PT3382,2025-12,60,0
PT3382,2026-07,55,0
PT3383,2025-09,150,0
PT3383,2025-11,50,0
PT3383,2025-12,350,0
PT3383,2026-01,50,0
PT3383,2026-03,50,0
PT3383,2026-4,255,0
PT3384,2025-10,50,0
PT3384,2025-12,300,0
PT3384,2026-01,150,0
PT3385,2025-12,270,0
PT3385,2026-01,600,0
PT4595,2025-02,200,0
PT4595,2025-03,200,0
PT4595,2025-04,200,0
PT4595,2025-06,300,0
PT4595,2025-09,100,0
PT4595,2025-10,400,0
PT4595,2025-11,200,0
PT4595,2025-12,400,0
PT4595,2026-03,500,0
PT1572,2025-01,50,0
PT1572,2025-02,3580,0
PT1572,2025-03,450,0
PT1572,2025-04,100,0
PT1572,2025-05,200,0
PT1572,2025-6,1100,0
PT1572,2025-07,500,0
PT1572,2025-08,100,0
PT1572,2025-09,1200,0
PT1572,2025-10,130,0
PT1572,2025-11,750,0
PT1572,2025-12,400,0
PT1572,2026-1,310,0
PT1572,2026-2,200,0
PT1572,2026-03,528,0
PT1572,2026-04,420,0
PT1572,2026-05,400,0
PT1572,2026-07,200,0
PT1147,2025-01,2500,0
PT1147,2025-02,660,0
PT1147,2025-3,1165,0
PT1147,2025-4,1408,0
PT1147,2025-05,1440,0
PT1147,2025-06,600,0
PT1147,2025-07,200,0
PT1147,2025-08,600,0
PT1147,2025-09,850,0
PT1147,2025-10,2100,0
PT1147,2025-11,861,0
PT1147,2025-12,500,0
PT1147,2026-01,650,0
PT1147,2026-02,200,0
PT1147,2026-03,600,0
PT1147,2026-04,1405,0
PT1147,2026-5,550,0
PT1147,2026-6,780,0
PT1147,2026-7,300,0
PT0388,2025-01,2415,0
PT0388,2025-02,1447,0
PT0388,2025-03,1840,0
PT0388,2025-04,1310,0
PT0388,2025-05,3955,0
PT0388,2025-06,2290,0
PT0388,2025-07,1642,0
PT0388,2025-08,200,0
PT0388,2025-12,80,0
PT0388,2026-03,1030,0
PT0388,2026-04,1342,0
PT0388,2026-05,3510,0
PT0388,2026-6,1937,0
PT0388,2026-7,670,0
PT0733,2025-1,100,0
PT0733,2025-02,649,0
PT0733,2025-03,720,0
PT0733,2025-04,150,0
PT0733,2025-05,100,0
PT0733,2025-06,1050,0
PT0733,2025-07,300,0
PT0733,2025-08,315,0
PT0733,2025-09,570,0
PT0733,2025-10,200,0
PT0733,2025-11,340,0
PT0733,2025-12,107,0
PT0733,2026-01,300,0
PT0733,2026-02,250,0
PT0733,2026-03,600,2
PT0733,2026-04,0,5
PT0733,2026-06,250,0
PT0736,2025-01,100,0
PT0736,2025-02,449,0
PT0736,2025-03,720,0
PT0736,2025-04,150,0
PT0736,2025-05,100,0
PT0736,2025-06,1050,0
PT0736,2025-07,300,0
PT0736,2025-08,315,0
PT0736,2025-09,70,0
PT0736,2025-11,340,0
PT0736,2025-12,117,0
PT0736,2026-01,300,0
PT0736,2026-02,250,0
PT0736,2026-03,600,0
PT0736,2026-06,100,0
PT0944,2025-01,300,0
PT0944,2025-02,110,0
PT0944,2025-04,200,0
PT0944,2025-08,100,0
PT0944,2025-09,300,0
PT0944,2025-11,400,0
PT0944,2025-12,100,0
PT0944,2026-01,100,0
PT0944,2026-04,300,0
PT0944,2026-05,2000,0
PT0944,2026-06,100,0
PT0944,2026-07,200,0
PT0945,2025-01,100,0
PT0945,2025-11,200,0
PT0945,2026-01,100,0
PT1108,2025-02,60,0
PT1108,2025-03,85,0
PT1108,2025-04,309,0
PT1108,2025-5,150,0
PT1108,2025-6,50,0
PT1108,2025-9,50,0
PT1108,2025-10,50,0
PT1108,2025-11,280,0
PT1108,2025-12,170,0
PT1108,2026-01,50,0
PT1108,2026-02,50,0
PT1108,2026-03,50,0
PT1108,2026-06,172,0
PT1459,2025-01,100,0
PT1459,2025-03,300,0
PT1459,2025-04,500,0
PT1459,2025-08,100,0
PT1459,2026-05,100,0
PT1459,2026-06,100,0
PT1500,2026-02,0,1
PT1500,2026-03,0,3
PT3339,2025-5,3535,0
PT3339,2025-06,2010,0
PT3339,2025-7,1642,0
PT3339,2025-8,200,0
PT3339,2025-12,80,0
PT3339,2026-03,980,0
PT3339,2026-04,742,0
PT3339,2026-05,3510,0
PT3339,2026-06,1617,0
PT3339,2026-7,400,0
PT3348,2025-1,652,0
PT3348,2025-2,550,0
PT3348,2025-03,1100,0
PT3348,2025-04,1440,0
PT3348,2025-05,420,0
PT3348,2025-06,310,0
PT3348,2025-07,590,0
PT3348,2025-08,410,0
PT3348,2025-09,990,0
PT3348,2025-10,2305,0
PT3348,2025-11,786,0
PT3348,2025-12,494,0
PT3348,2026-1,300,0
PT3348,2026-2,60,0
PT3348,2026-03,250,0
PT3348,2026-04,935,0
PT3348,2026-05,320,0
PT3348,2026-06,830,0
PT3348,2026-07,50,0
PT3354,2025-04,400,0
PT3354,2025-05,300,0
PT3354,2025-07,100,0
PT3354,2025-09,120,0
PT3354,2026-04,320,0
PT3354,2026-05,200,0
PT3354,2026-6,372,0
PT3354,2026-7,100,0
PT3370,2025-1,127,0
PT3370,2025-02,100,0
PT3370,2025-03,50,0
PT3370,2025-04,100,0
PT3370,2025-05,100,0
PT3370,2025-07,50,0
PT3370,2025-08,500,0
PT3370,2025-09,54,0
PT3370,2025-11,220,0
PT3370,2025-12,100,0
PT3370,2026-03,150,0
PT3370,2026-04,125,0
PT3370,2026-7,56,0
PT3900,2025-1,405,0
PT3900,2025-02,500,0
PT3900,2025-03,400,0
PT3900,2025-04,1140,0
PT3900,2025-05,420,0
PT3900,2025-06,160,0
PT3900,2025-07,540,1
PT3900,2025-08,240,0
PT3900,2025-09,390,0
PT3900,2025-10,2135,0
PT3900,2025-11,956,0
PT3900,2025-12,390,0
PT3900,2026-01,180,0
PT3900,2026-02,60,0
PT3900,2026-03,100,0
PT3900,2026-04,935,0
PT3900,2026-05,320,0
PT3900,2026-06,381,0
PT3900,2026-07,50,0
PT4093,2025-01,364,0
PT4093,2025-2,450,2
PT4093,2025-03,40,0
PT4093,2025-04,518,0
PT4093,2025-05,200,0
PT4093,2025-06,100,0
PT4093,2025-07,80,0
PT4093,2025-08,366,0
PT4093,2025-9,110,0
PT4093,2025-10,153,0
PT4093,2025-11,264,0
PT4093,2025-12,150,3
PT4093,2026-01,330,3
PT4093,2026-02,200,1
PT4093,2026-03,70,3
PT4093,2026-04,200,0
PT4093,2026-05,300,0
PT4093,2026-06,72,0
PT4093,2026-07,166,0
PT4330,2025-01,400,0
PT4330,2025-03,500,0
PT4330,2025-9,200,0
PT4330,2025-10,1400,3
PT4330,2025-11,900,3
PT4330,2025-12,635,2
PT4330,2026-01,250,0
PT4330,2026-06,200,0
PT4331,2025-10,700,2
PT4331,2025-11,311,1
PT4331,2025-12,150,0
PT4331,2026-01,0,5
PT4331,2026-02,0,4
PT4331,2026-03,0,4
PT4331,2026-06,0,4
PT4402,2025-4,400,0
PT4402,2025-5,1370,0
PT4402,2025-6,860,0
PT4402,2025-07,1000,0
PT4402,2025-08,860,0
PT4402,2025-09,410,0
PT4402,2025-10,964,0
PT4402,2025-11,689,0
PT4402,2025-12,960,0
PT4402,2026-01,295,0
PT4402,2026-02,318,0
PT4402,2026-03,600,0
PT4402,2026-04,250,0
PT4402,2026-5,530,0
PT4402,2026-6,600,0
PT4402,2026-7,100,0
PT4696,2025-06,100,0
PT4696,2025-07,943,1
PT4696,2025-08,100,3
PT4696,2025-09,2735,1
PT4696,2025-10,300,2
PT4696,2025-11,860,0
PT4696,2025-12,2050,0
PT4696,2026-01,780,1
PT4696,2026-2,382,2
PT4696,2026-3,1340,0
PT4696,2026-4,635,0
PT4696,2026-05,450,0
PT4696,2026-06,457,0
PT4696,2026-07,350,0
PT4710,2025-9,380,0
PT4710,2025-10,380,0
PT4710,2025-11,100,0
PT4710,2025-12,750,1
PT4710,2026-01,150,5
PT4710,2026-3,2170,3
PT4710,2026-04,0,5
PT4710,2026-05,400,0
PT4710,2026-07,400,0
PT4711,2025-09,380,0
PT4711,2025-10,380,0
PT4711,2025-11,100,0
PT4711,2025-12,750,0
PT4711,2026-01,150,0
PT4711,2026-03,2170,0
PT4711,2026-05,400,0
PT4711,2026-07,400,0
PT4712,2025-09,380,0
PT4712,2025-10,380,0
PT4712,2025-11,100,0
PT4712,2025-12,750,0
PT4712,2026-01,150,0
